dataset,filename,filepath,speaker,raw_label,emotion,sample_rate,duration
tess,YAF_good_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_good_neutral.wav,YAF,neutral,Neutral,24414,2.062300319488818
tess,OAF_thin_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_thin_disgust.wav,OAF,disgust,Disgust,24414,2.209551896452855
tess,YAF_pain_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_pain_angry.wav,YAF,angry,Angry,24414,2.184402392070124
tess,YAF_ditch_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_ditch_disgust.wav,YAF,disgust,Disgust,24414,2.542434668632752
tess,YAF_wife_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_wife_happy.wav,YAF,happy,Happy,24414,2.0636110428442698
tess,OAF_kite_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_kite_happy.wav,OAF,happy,Happy,24414,1.864299172605882
tess,YAF_perch_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_perch_neutral.wav,YAF,neutral,Neutral,24414,2.20791349225854
tess,YAF_week_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_week_angry.wav,YAF,angry,Angry,24414,1.9622757434259035
tess,OAF_should_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_should_angry.wav,OAF,angry,Angry,24414,1.599614975014336
tess,OAF_pain_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_pain_happy.wav,OAF,happy,Happy,24414,2.0994920946997624
tess,OAF_mob_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_mob_happy.wav,OAF,happy,Happy,24414,1.7904071434422872
tess,YAF_bone_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_bone_fear.wav,YAF,fear,Fear,24414,1.7735725403457032
tess,YAF_wife_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_wife_disgust.wav,YAF,disgust,Disgust,24414,2.675514049315966
tess,OAF_have_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_have_neutral.wav,OAF,neutral,Neutral,24414,1.9180797902842632
tess,YAF_room_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_room_disgust.wav,YAF,disgust,Disgust,24414,2.431146063733923
tess,OAF_walk_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_walk_disgust.wav,OAF,disgust,Disgust,24414,2.387564512165151
tess,OAF_near_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_near_disgust.wav,OAF,disgust,Disgust,24414,2.1356598672892604
tess,YAF_sail_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sail_ps.wav,YAF,ps,Surprise,24414,1.9855001228803144
tess,OAF_chief_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_chief_neutral.wav,OAF,neutral,Neutral,24414,2.036413533218645
tess,OAF_dead_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_dead_happy.wav,OAF,happy,Happy,24414,1.9306545424756287
tess,OAF_pike_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_pike_angry.wav,OAF,angry,Angry,24414,1.612476447939707
tess,OAF_chat_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_chat_neutral.wav,OAF,neutral,Neutral,24414,1.8945277299909888
tess,YAF_yes_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_yes_angry.wav,YAF,angry,Angry,24414,1.9948390267879088
tess,YAF_week_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_week_ps.wav,YAF,ps,Surprise,24414,2.3574588350946177
tess,OAF_chain_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_chain_angry.wav,OAF,angry,Angry,24414,1.6010485786843611
tess,YAF_road_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_road_ps.wav,YAF,ps,Surprise,24414,1.7494470385844187
tess,YAF_perch_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_perch_happy.wav,YAF,happy,Happy,24414,2.1439338084705497
tess,YAF_deep_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_deep_disgust.wav,YAF,disgust,Disgust,24414,2.4490456295568115
tess,YAF_search_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_search_fear.wav,YAF,fear,Fear,24414,1.8340706152207749
tess,YAF_yes_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_yes_disgust.wav,YAF,disgust,Disgust,24414,2.448676988613091
tess,OAF_mouse_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_mouse_disgust.wav,OAF,disgust,Disgust,24414,2.347382649299582
tess,YAF_beg_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_beg_disgust.wav,YAF,disgust,Disgust,24414,2.5816744490865897
tess,OAF_rough_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_rough_happy.wav,OAF,happy,Happy,24414,2.1010895387892194
tess,OAF_wash_sad.wav,tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_wash_sad.wav,OAF,sad,Sad,24414,2.5798312443679854
tess,YAF_beg_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_beg_sad.wav,YAF,sad,Sad,24414,2.14700581633489
tess,YAF_tool_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_tool_disgust.wav,YAF,disgust,Disgust,24414,2.5005734414680103
tess,OAF_mop_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_mop_neutral.wav,OAF,neutral,Neutral,24414,1.7995412468255918
tess,YAF_keg_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_keg_angry.wav,YAF,angry,Angry,24414,2.25845826165315
tess,OAF_neat_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_neat_disgust.wav,OAF,disgust,Disgust,24414,2.385639387236832
tess,OAF_bean_ps.wav,tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bean_ps.wav,OAF,ps,Surprise,24414,1.8108871958712207
tess,YAF_hurl_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_hurl_fear.wav,YAF,fear,Fear,24414,1.3824854591627755
tess,OAF_should_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_should_disgust.wav,OAF,disgust,Disgust,24414,2.2981076431555665
tess,YAF_team_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_team_sad.wav,YAF,sad,Sad,24414,2.3653641353321864
tess,YAF_sure_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sure_ps.wav,YAF,ps,Surprise,24414,2.2311378717129515
tess,OAF_shack_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_shack_happy.wav,OAF,happy,Happy,24414,1.982550995330548
tess,OAF_king_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_king_disgust.wav,OAF,disgust,Disgust,24414,2.263660194970099
tess,OAF_pole_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_pole_neutral.wav,OAF,neutral,Neutral,24414,1.881133775702465
tess,YAF_bath_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_bath_angry.wav,YAF,angry,Angry,24414,2.243589743589744
tess,YAF_ditch_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_ditch_angry.wav,YAF,angry,Angry,24414,2.3008110100761856
tess,YAF_whip_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_whip_disgust.wav,YAF,disgust,Disgust,24414,2.341730154829196
tess,OAF_match_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_match_angry.wav,OAF,angry,Angry,24414,1.6846891128041288
tess,YAF_phone_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_phone_neutral.wav,YAF,neutral,Neutral,24414,2.152289669861555
tess,YAF_bone_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_bone_disgust.wav,YAF,disgust,Disgust,24414,2.535717211436061
tess,OAF_half_sad.wav,tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_half_sad.wav,OAF,sad,Sad,24414,2.535840091750635
tess,OAF_chalk_ps.wav,tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chalk_ps.wav,OAF,ps,Surprise,24414,2.010608667158188
tess,OAF_yearn_sad.wav,tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_yearn_sad.wav,OAF,sad,Sad,24414,2.5953551241091177
tess,OAF_shout_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_shout_disgust.wav,OAF,disgust,Disgust,24414,2.483902678790858
tess,YAF_nag_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_nag_fear.wav,YAF,fear,Fear,24414,1.599287294175473
tess,OAF_neat_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_neat_angry.wav,OAF,angry,Angry,24414,1.677398214139428
tess,YAF_walk_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_walk_sad.wav,YAF,sad,Sad,24414,2.408699926271811
tess,OAF_hurl_fear.wav,tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_hurl_fear.wav,OAF,fear,Fear,24414,1.3930941263209633
tess,YAF_chair_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_chair_sad.wav,YAF,sad,Sad,24414,1.942041451626116
tess,OAF_pike_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_pike_happy.wav,OAF,happy,Happy,24414,2.0525927746375032
tess,OAF_ripe_sad.wav,tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_ripe_sad.wav,OAF,sad,Sad,24414,2.523593020398132
tess,YAF_mob_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_mob_angry.wav,YAF,angry,Angry,24414,2.129474891455722
tess,OAF_wash_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_wash_angry.wav,OAF,angry,Angry,24414,1.8023674940607848
tess,OAF_rose_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_rose_neutral.wav,OAF,neutral,Neutral,24414,2.0761448349307776
tess,OAF_bone_fear.wav,tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_bone_fear.wav,OAF,fear,Fear,24414,1.3869091504874254
tess,YAF_read_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_read_ps.wav,YAF,ps,Surprise,24414,1.7193823216187434
tess,OAF_rain_fear.wav,tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_rain_fear.wav,OAF,fear,Fear,24414,1.6148111739166051
tess,YAF_lease_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_lease_angry.wav,YAF,angry,Angry,24414,2.269722290489064
tess,OAF_lease_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_lease_angry.wav,OAF,angry,Angry,24414,1.6813303842057836
tess,OAF_check_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_check_happy.wav,OAF,happy,Happy,24414,2.039485541082985
tess,YAF_gun_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_gun_fear.wav,YAF,fear,Fear,24414,1.7000081920209715
tess,OAF_choice_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_choice_disgust.wav,OAF,disgust,Disgust,24414,2.417219628082248
tess,OAF_fail_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_fail_neutral.wav,OAF,neutral,Neutral,24414,2.1632260178586056
tess,YAF_talk_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_talk_fear.wav,YAF,fear,Fear,24414,1.8391087081182929
tess,YAF_bought_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_bought_neutral.wav,YAF,neutral,Neutral,24414,2.0540673384123864
tess,YAF_sour_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_sour_fear.wav,YAF,fear,Fear,24414,1.7239698533628247
tess,OAF_youth_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_youth_angry.wav,OAF,angry,Angry,24414,1.58282133202261
tess,YAF_read_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_read_angry.wav,YAF,angry,Angry,24414,2.24846399606783
tess,OAF_keep_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_keep_disgust.wav,OAF,disgust,Disgust,24414,2.64200868354223
tess,OAF_gap_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_gap_neutral.wav,OAF,neutral,Neutral,24414,1.968501679364299
tess,YAF_hush_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_hush_sad.wav,YAF,sad,Sad,24414,2.185958876054723
tess,OAF_choice_sad.wav,tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_choice_sad.wav,OAF,sad,Sad,24414,2.876095682804948
tess,OAF_gin_ps.wav,tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_gin_ps.wav,OAF,ps,Surprise,24414,2.0552961415581223
tess,OAF_hire_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_hire_happy.wav,OAF,happy,Happy,24414,1.9619071024821824
tess,OAF_loaf_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_loaf_happy.wav,OAF,happy,Happy,24414,2.005857294994675
tess,YAF_hit_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_hit_happy.wav,YAF,happy,Happy,24414,1.8452527238469727
tess,YAF_vote_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_vote_sad.wav,YAF,sad,Sad,24414,2.1913246497911034
tess,YAF_shirt_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shirt_happy.wav,YAF,happy,Happy,24414,2.07282706643729
tess,OAF_should_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_should_neutral.wav,OAF,neutral,Neutral,24414,2.053534857049234
tess,OAF_life_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_life_disgust.wav,OAF,disgust,Disgust,24414,2.4375768001966085
tess,OAF_deep_fear.wav,tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_deep_fear.wav,OAF,fear,Fear,24414,1.615548455804047
tess,OAF_ring_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_ring_disgust.wav,OAF,disgust,Disgust,24414,2.299254526091586
tess,OAF_chain_sad.wav,tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_chain_sad.wav,OAF,sad,Sad,24414,2.54784140247399
tess,OAF_mop_ps.wav,tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_mop_ps.wav,OAF,ps,Surprise,24414,1.958220693044974
tess,YAF_hit_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_hit_fear.wav,YAF,fear,Fear,24414,1.5782747603833869
tess,YAF_late_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_late_fear.wav,YAF,fear,Fear,24414,1.7912673056443025
tess,YAF_hole_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_hole_fear.wav,YAF,fear,Fear,24414,1.8467272876218563
tess,YAF_mill_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_mill_ps.wav,YAF,ps,Surprise,24414,1.68120750389121
tess,YAF_nice_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_nice_fear.wav,YAF,fear,Fear,24414,1.7164741541738346
tess,OAF_home_ps.wav,tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_home_ps.wav,OAF,ps,Surprise,24414,1.852502662406816
tess,YAF_tough_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_tough_happy.wav,YAF,happy,Happy,24414,1.728844105840911
tess,OAF_such_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_such_happy.wav,OAF,happy,Happy,24414,2.020111411485213
tess,YAF_long_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_long_fear.wav,YAF,fear,Fear,24414,1.8310805275661504
tess,YAF_seize_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_seize_neutral.wav,YAF,neutral,Neutral,24414,2.262800032768084
tess,OAF_wire_ps.wav,tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_wire_ps.wav,OAF,ps,Surprise,24414,1.92852461702302
tess,YAF_came_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_came_ps.wav,YAF,ps,Surprise,24414,2.1875563201441794
tess,YAF_voice_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_voice_angry.wav,YAF,angry,Angry,24414,2.443638895715573
tess,YAF_voice_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_voice_happy.wav,YAF,happy,Happy,24414,1.9817727533382483
tess,OAF_lose_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_lose_angry.wav,OAF,angry,Angry,24414,1.6754730892111085
tess,YAF_thumb_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_thumb_happy.wav,YAF,happy,Happy,24414,1.9709183255509133
tess,YAF_seize_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_seize_angry.wav,YAF,angry,Angry,24414,2.369828786761694
tess,OAF_talk_fear.wav,tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_talk_fear.wav,OAF,fear,Fear,24414,1.69484721880888
tess,YAF_mess_neutral.wav,tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_mess_neutral.wav,YAF,neutral,Neutral,24414,2.2019742770541493
tess,YAF_shawl_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shawl_happy.wav,YAF,happy,Happy,24414,2.0003686409437207
tess,OAF_long_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_long_neutral.wav,OAF,neutral,Neutral,24414,1.970099123453756
tess,OAF_mode_fear.wav,tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_mode_fear.wav,OAF,fear,Fear,24414,1.5643483247317114
tess,YAF_gap_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_gap_disgust.wav,YAF,disgust,Disgust,24414,2.270295731957074
tess,OAF_white_sad.wav,tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_white_sad.wav,OAF,sad,Sad,24414,2.3781027279429834
tess,YAF_witch_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_witch_ps.wav,YAF,ps,Surprise,24414,1.841648234619481
tess,OAF_learn_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_learn_angry.wav,OAF,angry,Angry,24414,1.5158515605799951
tess,OAF_shawl_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_shawl_neutral.wav,OAF,neutral,Neutral,24414,1.9787007454739085
tess,OAF_thumb_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_thumb_neutral.wav,OAF,neutral,Neutral,24414,1.9353239944294256
tess,YAF_calm_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_calm_disgust.wav,YAF,disgust,Disgust,24414,2.3093716719914803
tess,YAF_wheat_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_wheat_fear.wav,YAF,fear,Fear,24414,1.8714671909560088
tess,YAF_bath_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_bath_happy.wav,YAF,happy,Happy,24414,1.8743753584009173
tess,OAF_check_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_check_disgust.wav,OAF,disgust,Disgust,24414,2.434013271073974
tess,YAF_chalk_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_chalk_angry.wav,YAF,angry,Angry,24414,1.8327598918653232
tess,YAF_soap_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_soap_fear.wav,YAF,fear,Fear,24414,1.6791594986483165
tess,YAF_sell_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_sell_angry.wav,YAF,angry,Angry,24414,2.070287539936102
tess,OAF_when_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_when_neutral.wav,OAF,neutral,Neutral,24414,2.1570410420250674
tess,OAF_luck_fear.wav,tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_luck_fear.wav,OAF,fear,Fear,24414,1.620176947652986
tess,OAF_long_sad.wav,tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_long_sad.wav,OAF,sad,Sad,24414,2.629597771770296
tess,OAF_lean_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_lean_happy.wav,OAF,happy,Happy,24414,2.088187105758991
tess,YAF_ring_ps.wav,tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_ring_ps.wav,YAF,ps,Surprise,24414,1.752150405505038
tess,YAF_lore_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_lore_happy.wav,YAF,happy,Happy,24414,2.0222003768329646
tess,YAF_shout_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_shout_happy.wav,YAF,happy,Happy,24414,1.953960842139756
tess,OAF_join_angry.wav,tess/TESS Toronto emotional speech set data/OAF_angry/OAF_join_angry.wav,OAF,angry,Angry,24414,1.6129679691980012
tess,OAF_mouse_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_mouse_happy.wav,OAF,happy,Happy,24414,2.1736708445973623
tess,YAF_bar_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_bar_sad.wav,YAF,sad,Sad,24414,2.190792168427951
tess,YAF_germ_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_germ_disgust.wav,YAF,disgust,Disgust,24414,2.6238633570901944
tess,YAF_rose_sad.wav,tess/TESS Toronto emotional speech set data/YAF_sad/YAF_rose_sad.wav,YAF,sad,Sad,24414,2.301056770705333
tess,YAF_gas_fear.wav,tess/TESS Toronto emotional speech set data/YAF_fear/YAF_gas_fear.wav,YAF,fear,Fear,24414,1.6979601867780785
tess,YAF_learn_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_learn_angry.wav,YAF,angry,Angry,24414,2.275497665274023
tess,OAF_rot_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_rot_disgust.wav,OAF,disgust,Disgust,24414,2.1298025722945853
tess,YAF_mob_disgust.wav,tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_mob_disgust.wav,YAF,disgust,Disgust,24414,2.544523633980503
tess,OAF_burn_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_burn_happy.wav,OAF,happy,Happy,24414,1.8984189399524865
tess,OAF_hole_happy.wav,tess/TESS Toronto emotional speech set data/OAF_happy/OAF_hole_happy.wav,OAF,happy,Happy,24414,2.029450315392808
tess,YAF_take_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_take_happy.wav,YAF,happy,Happy,24414,2.0009830425165887
tess,OAF_limb_sad.wav,tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_limb_sad.wav,OAF,sad,Sad,24414,2.26173507004178
tess,OAF_gaze_ps.wav,tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_gaze_ps.wav,OAF,ps,Surprise,24414,2.135905627918408
tess,OAF_yearn_disgust.wav,tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_yearn_disgust.wav,OAF,disgust,Disgust,24414,2.38854755468174
tess,YAF_should_angry.wav,tess/TESS Toronto emotional speech set data/YAF_angry/YAF_should_angry.wav,YAF,angry,Angry,24414,2.1296387318751537
tess,OAF_puff_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_puff_neutral.wav,OAF,neutral,Neutral,24414,2.0527566150569347
tess,OAF_week_neutral.wav,tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_week_neutral.wav,OAF,neutral,Neutral,24414,2.1812075038912098
tess,YAF_kick_happy.wav,tess/TESS Toronto emotional speech set data/YAF_happy/YAF_kick_happy.wav,YAF,happy,Happy,24414,1.9096829687884
