dataset,filename,filepath,speaker,raw_label,emotion,sample_rate,duration
inesco,fcim_a260.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a260.wav,fcim,a,Angry,44100,5.125034013605442
inesco,fcim_a261.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a261.wav,fcim,a,Angry,44100,4.625034013605442
inesco,fcim_a262.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a262.wav,fcim,a,Angry,44100,4.000022675736961
inesco,fcim_a263.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a263.wav,fcim,a,Angry,44100,3.2500226757369615
inesco,fcim_a264.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a264.wav,fcim,a,Angry,44100,2.5000226757369615
inesco,fcim_a265.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a265.wav,fcim,a,Angry,44100,2.625034013605442
inesco,fcim_a266.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a266.wav,fcim,a,Angry,44100,5.875034013605442
inesco,fcim_a267.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a267.wav,fcim,a,Angry,44100,2.875034013605442
inesco,fcim_a268.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a268.wav,fcim,a,Angry,44100,2.375034013605442
inesco,fcim_a269.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a269.wav,fcim,a,Angry,44100,3.125034013605442
inesco,fcim_a270.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a270.wav,fcim,a,Angry,44100,3.5000226757369615
inesco,fcim_a271.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a271.wav,fcim,a,Angry,44100,4.875034013605442
inesco,fcim_a272.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a272.wav,fcim,a,Angry,44100,4.750022675736961
inesco,fcim_a273.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a273.wav,fcim,a,Angry,44100,3.7500226757369615
inesco,fcim_a274.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a274.wav,fcim,a,Angry,44100,4.750022675736961
inesco,fcim_a275.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a275.wav,fcim,a,Angry,44100,2.7500226757369615
inesco,fcim_a276.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a276.wav,fcim,a,Angry,44100,4.000022675736961
inesco,fcim_a277.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a277.wav,fcim,a,Angry,44100,4.375034013605442
inesco,fcim_a278.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a278.wav,fcim,a,Angry,44100,7.000022675736961
inesco,fcim_a279.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a279.wav,fcim,a,Angry,44100,5.000022675736961
inesco,fcim_a280.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a280.wav,fcim,a,Angry,44100,4.750022675736961
inesco,fcim_a281.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a281.wav,fcim,a,Angry,44100,4.750022675736961
inesco,fcim_a282.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a282.wav,fcim,a,Angry,44100,3.7500226757369615
inesco,fcim_a283.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a283.wav,fcim,a,Angry,44100,5.500022675736961
inesco,fcim_a284.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a284.wav,fcim,a,Angry,44100,4.250022675736961
inesco,fcim_a285.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a285.wav,fcim,a,Angry,44100,4.875034013605442
inesco,fcim_a286.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a286.wav,fcim,a,Angry,44100,5.125034013605442
inesco,fcim_a287.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a287.wav,fcim,a,Angry,44100,3.5000226757369615
inesco,fcim_a288.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a288.wav,fcim,a,Angry,44100,3.625034013605442
inesco,fcim_a289.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a289.wav,fcim,a,Angry,44100,2.5000226757369615
inesco,fcim_a290.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a290.wav,fcim,a,Angry,44100,5.125034013605442
inesco,fcim_a291.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a291.wav,fcim,a,Angry,44100,3.0000226757369615
inesco,fcim_a292.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a292.wav,fcim,a,Angry,44100,2.0000226757369615
inesco,fcim_a293.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a293.wav,fcim,a,Angry,44100,3.375034013605442
inesco,fcim_a294.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a294.wav,fcim,a,Angry,44100,5.250022675736961
inesco,fcim_a295.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a295.wav,fcim,a,Angry,44100,4.625034013605442
inesco,fcim_a296.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a296.wav,fcim,a,Angry,44100,3.0000226757369615
inesco,fcim_a297.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a297.wav,fcim,a,Angry,44100,2.0000226757369615
inesco,fcim_a298.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a298.wav,fcim,a,Angry,44100,3.2500226757369615
inesco,fcim_a299.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a299.wav,fcim,a,Angry,44100,4.625034013605442
inesco,fcim_a300.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a300.wav,fcim,a,Angry,44100,7.125034013605442
inesco,fcim_a301.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a301.wav,fcim,a,Angry,44100,3.625034013605442
inesco,fcim_a302.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a302.wav,fcim,a,Angry,44100,5.000022675736961
inesco,fcim_a303.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a303.wav,fcim,a,Angry,44100,4.500022675736961
inesco,fcim_a304.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a304.wav,fcim,a,Angry,44100,2.375034013605442
inesco,fcim_a305.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a305.wav,fcim,a,Angry,44100,4.750022675736961
inesco,fcim_a306.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a306.wav,fcim,a,Angry,44100,4.625034013605442
inesco,fcim_a307.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a307.wav,fcim,a,Angry,44100,3.0000226757369615
inesco,fcim_a308.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a308.wav,fcim,a,Angry,44100,5.000022675736961
inesco,fcim_a309.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a309.wav,fcim,a,Angry,44100,1.8750340136054422
inesco,fcim_a310.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a310.wav,fcim,a,Angry,44100,2.2500226757369615
inesco,fcim_a311.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a311.wav,fcim,a,Angry,44100,2.125034013605442
inesco,fcim_a312.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a312.wav,fcim,a,Angry,44100,3.2500226757369615
inesco,fcim_a313.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a313.wav,fcim,a,Angry,44100,3.375034013605442
inesco,fcim_a314.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a314.wav,fcim,a,Angry,44100,3.875034013605442
inesco,fcim_a315.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a315.wav,fcim,a,Angry,44100,4.375034013605442
inesco,fcim_a316.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a316.wav,fcim,a,Angry,44100,6.000022675736961
inesco,fcim_a317.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a317.wav,fcim,a,Angry,44100,5.375034013605442
inesco,fcim_a318.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a318.wav,fcim,a,Angry,44100,3.875034013605442
inesco,fcim_a319.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a319.wav,fcim,a,Angry,44100,6.750022675736961
inesco,fcim_a320.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a320.wav,fcim,a,Angry,44100,2.7500226757369615
inesco,fcim_a321.wav,/home/dilla/projects/tensorflow-gpu/speech-emotion-recognition/data/raw/inesco/INESCO Dataset Indonesian Expressive Speech Corpus/INESCO Dataset/Female/fcim/fcim_a321.wav,fcim,a,Angry,44100,1.8750340136054422
